Order ID,Product Name,Invoice date,City shipped,State,Sales quantity,Price per unit,Revenue,External commissions,Months
CA-2020-048,Fisomol Syrup (100 ml),30-03-2020,Lucknow,Uttar Pradesh,220.0,500.0,110000.0,11366.0,Mar
CA-2020-049,Fisomol Syrup (100 ml),23-07-2020,Bhimavaram,Uttarakhand,3.0,500.0,1500.0,227.0,Jul
CA-2020-050,Fisomol Syrup (100 ml),25-01-2020,Bhimavaram,Uttarakhand,277.0,500.0,138500.0,4195.0,Jan
CA-2020-051,Fisomol Syrup (100 ml),05-06-2020,Lucknow,Uttar Pradesh,128.0,500.0,64000.0,8980.0,Jun
CA-2020-052,Fisomol Syrup (100 ml),27-11-2020,Lucknow,Uttar Pradesh,264.0,500.0,132000.0,5212.0,Nov
CA-2020-053,Fisomol Syrup (100 ml),19-06-2020,Lucknow,Uttar Pradesh,391.0,500.0,195500.0,8092.0,Jun
CA-2020-054,Fisomol Syrup (100 ml),14-10-2020,Lucknow,Uttar Pradesh,157.0,500.0,78500.0,8511.0,Oct
CA-2020-055,Fisomol Syrup (100 ml),01-07-2020,Lucknow,Uttar Pradesh,205.0,500.0,102500.0,2274.0,Jul
CA-2020-056,Fisomol Syrup (100 ml),11-08-2020,Lucknow,Uttar Pradesh,95.0,500.0,47500.0,6420.0,Aug
CA-2020-057,Fisomol Syrup (100 ml),01-09-2020,Lucknow,Uttar Pradesh,379.0,500.0,189500.0,7767.0,Sep
CA-2020-058,Fisomol Syrup (100 ml),16-02-2020,Lucknow,Uttar Pradesh,139.0,500.0,69500.0,13074.0,Feb
CA-2020-059,Fisomol Syrup (100 ml),06-01-2020,Dharmavaram,Uttarakhand,6.0,500.0,3000.0,172.0,Jan
CA-2020-060,Fisomol Syrup (100 ml),04-09-2020,Giridih,Jharkhand,398.0,500.0,199000.0,1539.0,Sep
CA-2020-061,Fisomol Syrup (100 ml),27-12-2020,Lucknow,Uttar Pradesh,60.0,500.0,30000.0,5095.0,Dec
CA-2020-062,Fisomol Syrup (100 ml),27-03-2020,Pudukkottai,Tamil Nadu,111.0,500.0,55500.0,5557.0,Mar
CA-2020-063,Fisomol Syrup (100 ml),27-08-2020,Udupi,Karnataka,60.0,500.0,30000.0,1740.0,Aug
CA-2020-064,Fisomol Syrup (100 ml),24-08-2020,Giridih,Jharkhand,419.0,500.0,209500.0,13581.0,Aug
CA-2020-065,Fisomol Syrup (100 ml),09-04-2020,Lucknow,Uttar Pradesh,404.0,500.0,202000.0,6254.0,Apr
CA-2020-066,Fisomol Syrup (100 ml),20-08-2020,Mahbubnagar,Telangana,416.0,500.0,208000.0,10370.0,Aug
CA-2020-067,Fisomol Syrup (100 ml),08-02-2020,Mahbubnagar,Telangana,247.0,500.0,123500.0,4317.0,Feb
CA-2020-068,Fisomol Syrup (100 ml),26-11-2020,Lucknow,Uttar Pradesh,459.0,500.0,229500.0,8151.0,Nov
CA-2020-069,Fisomol Syrup (100 ml),19-05-2020,Lucknow,Uttar Pradesh,431.0,500.0,215500.0,1684.0,May
CA-2020-070,Fisomol Syrup (100 ml),23-07-2020,Lucknow,Uttar Pradesh,497.0,500.0,248500.0,1634.0,Jul
CA-2020-071,Fisomol Syrup (100 ml),06-03-2020,Lucknow,Uttar Pradesh,472.0,500.0,236000.0,813.0,Mar
CA-2020-072,Fisomol Syrup (100 ml),20-09-2020,Giridih,Jharkhand,459.0,500.0,229500.0,7739.0,Sep
CA-2020-073,Fisomol Syrup (100 ml),07-10-2020,Lucknow,Uttar Pradesh,119.0,500.0,59500.0,1851.0,Oct
CA-2020-074,Fisomol Syrup (100 ml),30-05-2020,Lucknow,Uttar Pradesh,113.0,500.0,56500.0,11096.0,May
CA-2020-075,Fisomol Syrup (100 ml),19-12-2020,Pudukkottai,Tamil Nadu,181.0,500.0,90500.0,13509.0,Dec
CA-2020-076,Fisomol Syrup (100 ml),03-12-2020,Pudukkottai,Tamil Nadu,279.0,500.0,139500.0,3897.0,Dec
CA-2020-077,Fisomol Syrup (100 ml),28-04-2020,Udupi,Karnataka,122.0,500.0,61000.0,8403.0,Apr
CA-2020-078,Fisomol Syrup (100 ml),12-12-2020,Udupi,Karnataka,28.0,500.0,14000.0,531.0,Dec
CA-2020-079,Fisomol Syrup (100 ml),19-09-2020,Lucknow,Uttar Pradesh,284.0,500.0,142000.0,6865.0,Sep
CA-2020-080,Fisomol Syrup (100 ml),25-06-2020,Lucknow,Uttar Pradesh,470.0,500.0,235000.0,13188.0,Jun
CA-2020-081,Fisomol Syrup (100 ml),19-01-2020,Lucknow,Uttar Pradesh,244.0,500.0,122000.0,5664.0,Jan
CA-2020-082,Fisomol Syrup (100 ml),17-06-2020,Lucknow,Uttar Pradesh,321.0,500.0,160500.0,2614.0,Jun
CA-2020-083,Fisomol Syrup (100 ml),11-04-2020,Lucknow,Uttar Pradesh,118.0,500.0,59000.0,2304.0,Apr
CA-2020-084,Fisomol Syrup (100 ml),03-06-2020,Lucknow,Uttar Pradesh,435.0,500.0,217500.0,2810.0,Jun
CA-2020-085,Fisomol Syrup (100 ml),23-05-2020,Lucknow,Uttar Pradesh,208.0,500.0,104000.0,6916.0,May
CA-2020-086,Fisomol Syrup (100 ml),29-06-2020,Udupi,Karnataka,244.0,500.0,122000.0,4768.0,Jun
CA-2020-087,Fisomol Syrup (100 ml),28-03-2020,Lucknow,Uttar Pradesh,312.0,500.0,156000.0,2066.0,Mar
CA-2020-088,Fisomol Syrup (100 ml),12-05-2020,Narasaraopet,Uttarakhand,214.0,500.0,107000.0,9735.0,May
CA-2020-089,Fisomol Syrup (100 ml),24-03-2020,Srikakulam,Uttarakhand,458.0,500.0,229000.0,14129.0,Mar
CA-2020-090,Fisomol Syrup (100 ml),28-12-2020,Lucknow,Uttar Pradesh,348.0,500.0,174000.0,9069.0,Dec
CA-2020-091,Fisomol Syrup (100 ml),01-06-2020,Lucknow,Uttar Pradesh,32.0,500.0,16000.0,1672.0,Jun
CA-2020-092,Fisomol Syrup (100 ml),07-09-2020,Lucknow,Uttar Pradesh,293.0,500.0,146500.0,7223.0,Sep
CA-2020-093,Fisomol Syrup (100 ml),25-11-2020,Lucknow,Uttar Pradesh,499.0,500.0,249500.0,15263.0,Nov
CA-2020-094,Fisomol Syrup (100 ml),04-07-2020,Lucknow,Uttar Pradesh,203.0,500.0,101500.0,9284.0,Jul
CA-2020-095,Fisomol Syrup (100 ml),31-07-2020,Lucknow,Uttar Pradesh,496.0,500.0,248000.0,5062.0,Jul
CA-2020-096,Fisomol Syrup (100 ml),10-04-2020,Lucknow,Uttar Pradesh,351.0,500.0,175500.0,3702.0,Apr
CA-2020-097,Fisomol Syrup (100 ml),24-01-2020,Lucknow,Uttar Pradesh,305.0,500.0,152500.0,7888.0,Jan
CA-2020-098,Fisomol Syrup (100 ml),05-03-2020,Lucknow,Uttar Pradesh,136.0,500.0,68000.0,7960.0,Mar
CA-2020-099,Fisomol Syrup (100 ml),15-02-2020,Lucknow,Uttar Pradesh,343.0,500.0,171500.0,9676.0,Feb
CA-2020-100,Fisomol Syrup (100 ml),06-08-2020,Lucknow,Uttar Pradesh,75.0,500.0,37500.0,3628.0,Aug
CA-2020-101,Fisomol Syrup (100 ml),17-04-2020,Lucknow,Uttar Pradesh,58.0,500.0,29000.0,1584.0,Apr
CA-2020-102,Fisomol Syrup (100 ml),24-02-2020,Srikakulam,Uttarakhand,360.0,500.0,180000.0,5634.0,Feb
CA-2020-103,Fisomol Syrup (100 ml),22-07-2020,Lucknow,Uttar Pradesh,213.0,500.0,106500.0,9442.0,Jul
CA-2020-104,Fisomol Syrup (100 ml),06-04-2020,Lucknow,Uttar Pradesh,296.0,500.0,148000.0,10358.0,Apr
CA-2020-105,Fisomol Syrup (100 ml),08-03-2020,Srikakulam,Uttarakhand,127.0,500.0,63500.0,8992.0,Mar
CA-2020-106,Fisomol Syrup (100 ml),22-09-2020,g,Jammu and Kashmir,239.0,500.0,119500.0,14330.0,Sep
CA-2020-107,Fisomol Syrup (100 ml),01-11-2020,Lucknow,Uttar Pradesh,291.0,500.0,145500.0,7374.0,Nov
CA-2020-108,Fisomol Syrup (100 ml),05-07-2020,Lucknow,Uttar Pradesh,429.0,500.0,214500.0,12520.0,Jul
CA-2020-109,Fisomol Syrup (100 ml),25-04-2020,g,Jammu and Kashmir,103.0,500.0,51500.0,2576.0,Apr
CA-2020-110,Fisomol Syrup (100 ml),27-08-2020,Lucknow,Uttar Pradesh,237.0,500.0,118500.0,4608.0,Aug
CA-2020-111,Fisomol Syrup (100 ml),10-06-2020,Lucknow,Uttar Pradesh,279.0,500.0,139500.0,9380.0,Jun
CA-2020-112,Fisomol Syrup (100 ml),10-02-2020,Lucknow,Uttar Pradesh,221.0,500.0,110500.0,13399.0,Feb
AR-2020-113,Avrid-NA Tablet (10X10 Strip ),04-11-2020,Lucknow,Uttar Pradesh,137.0,231.0,31647.0,5359.0,Nov
CA-2020-114,Fisomol Syrup (100 ml),22-11-2020,Udupi,Karnataka,3.0,500.0,1500.0,249.0,Nov
CA-2020-115,Fisomol Syrup (100 ml),15-10-2020,Lucknow,Uttar Pradesh,109.0,500.0,54500.0,271.0,Oct
CA-2020-116,Fisomol Syrup (100 ml),07-06-2020,Lucknow,Uttar Pradesh,201.0,500.0,100500.0,10939.0,Jun
CA-2020-117,Fisomol Syrup (100 ml),25-12-2020,Lucknow,Uttar Pradesh,42.0,500.0,21000.0,3857.0,Dec
CA-2020-118,Fisomol Syrup (100 ml),16-08-2020,Lucknow,Uttar Pradesh,485.0,500.0,242500.0,7994.0,Aug
CA-2020-119,Fisomol Syrup (100 ml),09-07-2020,Lucknow,Uttar Pradesh,220.0,500.0,110000.0,5060.0,Jul
CA-2020-120,Fisomol Syrup (100 ml),08-06-2020,Lucknow,Uttar Pradesh,42.0,500.0,21000.0,3422.0,Jun
CA-2020-121,Fisomol Syrup (100 ml),15-11-2020,Lucknow,Uttar Pradesh,230.0,500.0,115000.0,9008.0,Nov
CA-2020-122,Fisomol Syrup (100 ml),26-06-2020,Lucknow,Uttar Pradesh,175.0,500.0,87500.0,14718.0,Jun
CA-2020-123,Fisomol Syrup (100 ml),13-10-2020,Lucknow,Uttar Pradesh,199.0,500.0,99500.0,1056.0,Oct
CA-2020-124,Fisomol Syrup (100 ml),27-01-2020,Lucknow,Uttar Pradesh,189.0,500.0,94500.0,6399.0,Jan
CA-2020-125,Fisomol Syrup (100 ml),31-08-2020,Lucknow,Uttar Pradesh,213.0,500.0,106500.0,13027.0,Aug
CA-2020-126,Fisomol Syrup (100 ml),22-07-2020,Lucknow,Uttar Pradesh,83.0,500.0,41500.0,1636.0,Jul
CA-2020-127,Fisomol Syrup (100 ml),08-03-2020,Lucknow,Uttar Pradesh,474.0,500.0,237000.0,4343.0,Mar
CA-2020-128,Fisomol Syrup (100 ml),05-09-2020,Lucknow,Uttar Pradesh,92.0,500.0,46000.0,1274.0,Sep
CA-2020-129,Fisomol Syrup (100 ml),22-10-2020,Lucknow,Uttar Pradesh,49.0,500.0,24500.0,320.0,Oct
CA-2020-130,Fisomol Syrup (100 ml),18-03-2020,Lucknow,Uttar Pradesh,470.0,500.0,235000.0,7830.0,Mar
CA-2020-131,Fisomol Syrup (100 ml),30-10-2020,Lucknow,Uttar Pradesh,433.0,500.0,216500.0,6738.0,Oct
CA-2020-132,Fisomol Syrup (100 ml),12-08-2020,Lucknow,Uttar Pradesh,101.0,500.0,50500.0,6521.0,Aug
AR-2020-133,Avrid-NA Tablet (10X10 Strip ),13-10-2020,Lucknow,Uttar Pradesh,272.0,231.0,62832.0,5199.0,Oct
CA-2020-134,Fisomol Syrup (100 ml),13-08-2020,Lucknow,Uttar Pradesh,15.0,500.0,7500.0,527.0,Aug
CA-2020-135,Fisomol Syrup (100 ml),22-10-2020,Lucknow,Uttar Pradesh,136.0,500.0,68000.0,9232.0,Oct
CA-2020-136,Fisomol Syrup (100 ml),30-07-2020,Lucknow,Uttar Pradesh,209.0,500.0,104500.0,6215.0,Jul
AR-2020-137,Avrid-NA Tablet (10X10 Strip ),14-10-2020,Lucknow,Uttar Pradesh,64.0,231.0,14784.0,669.0,Oct
CA-2020-138,Fisomol Syrup (100 ml),10-10-2020,Dharmavaram,Uttarakhand,250.0,500.0,125000.0,12621.0,Oct
CA-2020-139,Fisomol Syrup (100 ml),08-01-2020,Tadipatri,Uttarakhand,441.0,500.0,220500.0,14620.0,Jan
CA-2020-140,Fisomol Syrup (100 ml),26-06-2020,Tadipatri,Uttarakhand,185.0,500.0,92500.0,7174.0,Jun
CA-2020-141,Fisomol Syrup (100 ml),11-11-2020,Lucknow,Uttar Pradesh,203.0,500.0,101500.0,7506.0,Nov
CA-2020-142,Fisomol Syrup (100 ml),01-11-2020,Udupi,Karnataka,279.0,500.0,139500.0,12120.0,Nov
CA-2020-143,Fisomol Syrup (100 ml),23-03-2020,Lucknow,Uttar Pradesh,348.0,500.0,174000.0,2399.0,Mar
CA-2020-144,Fisomol Syrup (100 ml),04-10-2020,Lucknow,Uttar Pradesh,406.0,500.0,203000.0,1857.0,Oct
CA-2020-145,Fisomol Syrup (100 ml),19-12-2020,Lucknow,Uttar Pradesh,293.0,500.0,146500.0,3907.0,Dec
CA-2020-146,Fisomol Syrup (100 ml),27-09-2020,Lucknow,Uttar Pradesh,499.0,500.0,249500.0,3568.0,Sep
CA-2020-147,Fisomol Syrup (100 ml),23-08-2020,Lucknow,Uttar Pradesh,341.0,500.0,170500.0,6116.0,Aug
CA-2020-148,Fisomol Syrup (100 ml),18-12-2020,Lucknow,Uttar Pradesh,252.0,500.0,126000.0,6968.0,Dec
CA-2020-149,Fisomol Syrup (100 ml),07-02-2020,Lucknow,Uttar Pradesh,153.0,500.0,76500.0,4306.0,Feb
CA-2020-150,Fisomol Syrup (100 ml),29-08-2020,Lucknow,Uttar Pradesh,302.0,500.0,151000.0,7361.0,Aug
CA-2020-151,Fisomol Syrup (100 ml),02-11-2020,Guntakal,Uttarakhand,73.0,500.0,36500.0,6904.0,Nov
CA-2020-152,Fisomol Syrup (100 ml),25-01-2020,Guntakal,Uttarakhand,421.0,500.0,210500.0,11788.0,Jan
CA-2020-153,Fisomol Syrup (100 ml),13-10-2020,Lucknow,Uttar Pradesh,469.0,500.0,234500.0,1067.0,Oct
CA-2020-154,Fisomol Syrup (100 ml),02-10-2020,Lucknow,Uttar Pradesh,117.0,500.0,58500.0,1687.0,Oct
CA-2020-155,Fisomol Syrup (100 ml),25-07-2020,Lucknow,Uttar Pradesh,45.0,500.0,22500.0,2845.0,Jul
CA-2020-156,Fisomol Syrup (100 ml),24-03-2020,Lucknow,Uttar Pradesh,317.0,500.0,158500.0,10132.0,Mar
CA-2020-157,Fisomol Syrup (100 ml),03-07-2020,Lucknow,Uttar Pradesh,487.0,500.0,243500.0,3946.0,Jul
CA-2020-158,Fisomol Syrup (100 ml),24-07-2020,Lucknow,Uttar Pradesh,263.0,500.0,131500.0,12084.0,Jul
CA-2020-159,Fisomol Syrup (100 ml),31-08-2020,Lucknow,Uttar Pradesh,125.0,500.0,62500.0,7676.0,Aug
CA-2020-160,Fisomol Syrup (100 ml),14-03-2020,Lucknow,Uttar Pradesh,197.0,500.0,98500.0,4098.0,Mar
CA-2020-161,Fisomol Syrup (100 ml),09-04-2020,Lucknow,Uttar Pradesh,267.0,500.0,133500.0,12251.0,Apr
CA-2020-162,Fisomol Syrup (100 ml),23-02-2020,Lucknow,Uttar Pradesh,212.0,500.0,106000.0,4383.0,Feb
CA-2020-163,Fisomol Syrup (100 ml),07-10-2020,Lucknow,Uttar Pradesh,7.0,500.0,3500.0,672.0,Oct
CA-2020-164,Fisomol Syrup (100 ml),24-05-2020,Lucknow,Uttar Pradesh,352.0,500.0,176000.0,5633.0,May
CA-2020-165,Fisomol Syrup (100 ml),10-06-2020,Lucknow,Uttar Pradesh,466.0,500.0,233000.0,11932.0,Jun
CA-2020-166,Fisomol Syrup (100 ml),26-09-2020,New Delhi,Delhi,423.0,500.0,211500.0,671.0,Sep
CA-2020-167,Fisomol Syrup (100 ml),17-05-2020,Lucknow,Uttar Pradesh,123.0,500.0,61500.0,4847.0,May
CA-2020-168,Fisomol Syrup (100 ml),19-10-2020,Lucknow,Uttar Pradesh,247.0,500.0,123500.0,12447.0,Oct
CA-2020-169,Fisomol Syrup (100 ml),08-09-2020,Tadipatri,Uttarakhand,205.0,500.0,102500.0,15285.0,Sep
CA-2020-170,Fisomol Syrup (100 ml),16-12-2020,Kavali,Uttarakhand,292.0,500.0,146000.0,3168.0,Dec
CA-2020-171,Fisomol Syrup (100 ml),16-12-2020,Guntakal,Uttarakhand,282.0,500.0,141000.0,15568.0,Dec
CA-2020-172,Fisomol Syrup (100 ml),01-01-2020,New Delhi,Delhi,1.0,500.0,500.0,82.0,Jan
CA-2020-173,Fisomol Syrup (100 ml),19-02-2020,New Delhi,Delhi,423.0,500.0,211500.0,11427.0,Feb
CA-2020-174,Fisomol Syrup (100 ml),15-09-2020,Tadepalligudem,Uttarakhand,309.0,500.0,154500.0,2362.0,Sep
CA-2020-175,Fisomol Syrup (100 ml),14-02-2020,Lucknow,Uttar Pradesh,274.0,500.0,137000.0,4141.0,Feb
CA-2020-176,Fisomol Syrup (100 ml),02-04-2020,Lucknow,Uttar Pradesh,156.0,500.0,78000.0,5127.0,Apr
CA-2020-177,Fisomol Syrup (100 ml),08-03-2020,Lucknow,Uttar Pradesh,390.0,500.0,195000.0,1101.0,Mar
CA-2020-178,Fisomol Syrup (100 ml),17-12-2020,Lucknow,Uttar Pradesh,226.0,500.0,113000.0,11387.0,Dec
CA-2020-179,Fisomol Syrup (100 ml),13-10-2020,Lucknow,Uttar Pradesh,204.0,500.0,102000.0,4578.0,Oct
CA-2020-180,Fisomol Syrup (100 ml),23-03-2020,Bhimavaram,Uttarakhand,113.0,500.0,56500.0,225.0,Mar
CA-2020-181,Fisomol Syrup (100 ml),20-07-2020,Lucknow,Uttar Pradesh,61.0,500.0,30500.0,5484.0,Jul
CA-2020-182,Fisomol Syrup (100 ml),06-12-2020,Mahbubnagar,Telangana,240.0,500.0,120000.0,14867.0,Dec
CA-2020-183,Fisomol Syrup (100 ml),21-01-2020,Hindupur,Uttarakhand,184.0,500.0,92000.0,11551.0,Jan
CA-2020-184,Fisomol Syrup (100 ml),05-04-2020,Lucknow,Uttar Pradesh,91.0,500.0,45500.0,1658.0,Apr
CA-2020-185,Fisomol Syrup (100 ml),11-03-2020,Lucknow,Uttar Pradesh,424.0,500.0,212000.0,12778.0,Mar
CA-2020-186,Fisomol Syrup (100 ml),12-11-2020,Lucknow,Uttar Pradesh,19.0,500.0,9500.0,110.0,Nov
CA-2020-187,Fisomol Syrup (100 ml),21-05-2020,Lucknow,Uttar Pradesh,349.0,500.0,174500.0,4395.0,May
CA-2020-188,Fisomol Syrup (100 ml),11-08-2020,Lucknow,Uttar Pradesh,309.0,500.0,154500.0,14188.0,Aug
CA-2020-189,Fisomol Syrup (100 ml),24-09-2020,Tadipatri,Uttarakhand,55.0,500.0,27500.0,3302.0,Sep
CA-2020-190,Fisomol Syrup (100 ml),12-09-2020,Amaravati,Uttarakhand,197.0,500.0,98500.0,13291.0,Sep
CA-2020-191,Fisomol Syrup (100 ml),21-05-2020,Amaravati,Uttarakhand,1.0,500.0,500.0,18.0,May
CA-2020-192,Fisomol Syrup (100 ml),15-02-2020,Udupi,Karnataka,441.0,500.0,220500.0,4589.0,Feb
CA-2020-193,Fisomol Syrup (100 ml),08-07-2020,Tadipatri,Uttarakhand,177.0,500.0,88500.0,11850.0,Jul
CA-2020-194,Fisomol Syrup (100 ml),14-06-2020,Udupi,Karnataka,236.0,500.0,118000.0,12092.0,Jun
CA-2020-195,Fisomol Syrup (100 ml),05-01-2020,Mahbubnagar,Telangana,325.0,500.0,162500.0,13234.0,Jan
CA-2020-196,Fisomol Syrup (100 ml),12-07-2020,Tadipatri,Uttarakhand,136.0,500.0,68000.0,6965.0,Jul
CA-2020-197,Fisomol Syrup (100 ml),08-07-2020,Udupi,Karnataka,232.0,500.0,116000.0,12470.0,Jul
CA-2020-198,Fisomol Syrup (100 ml),13-05-2020,Gudivada,Uttarakhand,143.0,500.0,71500.0,10214.0,May
CA-2020-199,Fisomol Syrup (100 ml),27-04-2020,Bhimavaram,Uttarakhand,290.0,500.0,145000.0,7113.0,Apr
CA-2020-200,Fisomol Syrup (100 ml),09-12-2020,Udupi,Karnataka,363.0,500.0,181500.0,9066.0,Dec
CA-2020-201,Fisomol Syrup (100 ml),09-07-2020,Udupi,Karnataka,236.0,500.0,118000.0,14849.0,Jul
CA-2020-202,Fisomol Syrup (100 ml),16-11-2020,Lucknow,Uttar Pradesh,372.0,500.0,186000.0,12037.0,Nov
AR-2020-203,Avrid-NA Tablet (10X10 Strip ),16-10-2020,Lucknow,Uttar Pradesh,426.0,231.0,98406.0,10729.0,Oct
IN-2020-204,Ceflo-200 Tablet (10x10 Alu-Alu),05-10-2020,Lucknow,Uttar Pradesh,325.0,243.0,78975.0,5003.0,Oct
IN-2020-205,Ceflo-200 Tablet (10x10 Alu-Alu),06-04-2020,Lucknow,Uttar Pradesh,265.0,243.0,64395.0,5446.0,Apr
IN-2020-206,Ceflo-200 Tablet (10x10 Alu-Alu),03-04-2020,Lucknow,Uttar Pradesh,285.0,243.0,69255.0,4539.0,Apr
